learner_0,learner_1,learner_2,learner_3,positive,learner_0-positive,learner_1-positive,learner_2-positive,learner_3-positive,h1,h2,h1-positive,h2-positive,count
0,0,1,0,1,0,0,1,0,0,0,0,0,2
1,0,1,1,1,1,0,1,1,3,1,3,1,22
0,0,1,1,1,0,0,1,1,1,0,1,0,2
0,1,1,0,1,0,1,1,0,1,0,1,0,0
1,0,0,1,1,1,0,0,1,1,0,1,0,5
1,1,1,0,1,1,1,1,0,3,1,3,1,4
1,1,0,0,1,1,1,0,0,1,0,1,0,5
1,0,1,0,1,1,0,1,0,1,0,1,0,8
0,0,0,1,1,0,0,0,1,0,0,0,0,10
0,1,0,0,1,0,1,0,0,0,0,0,0,5
1,1,1,1,1,1,1,1,1,6,4,6,4,21
0,1,0,1,1,0,1,0,1,1,0,1,0,0
0,1,1,1,1,0,1,1,1,3,1,3,1,0
1,1,0,1,1,1,1,0,1,3,1,3,1,6
1,0,0,0,1,1,0,0,0,0,0,0,0,3
0,0,1,0,0,0,0,0,0,0,0,0,0,18
1,0,1,1,0,0,0,0,0,3,1,0,0,17
0,0,1,1,0,0,0,0,0,1,0,0,0,7
0,1,1,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,0,0,0,0,0,1,0,0,0,5
1,1,1,0,0,0,0,0,0,3,1,0,0,9
1,1,0,0,0,0,0,0,0,1,0,0,0,4
1,0,1,0,0,0,0,0,0,1,0,0,0,14
0,0,0,1,0,0,0,0,0,0,0,0,0,25
0,1,0,0,0,0,0,0,0,0,0,0,0,54
1,1,1,1,0,0,0,0,0,6,4,0,0,10
0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,1,1,0,0,0,0,0,3,1,0,0,1
1,1,0,1,0,0,0,0,0,3,1,0,0,2
1,0,0,0,0,0,0,0,0,0,0,0,0,9
