learner_0,learner_1,learner_2,learner_3,positive,learner_0-positive,learner_1-positive,learner_2-positive,learner_3-positive,h1,h2,h1-positive,h2-positive,count
0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,1,1,1,0,1,1,3,1,3,1,22
0,0,1,1,1,0,0,1,1,1,0,1,0,3
0,1,1,0,1,0,1,1,0,1,0,1,0,1
1,0,0,1,1,1,0,0,1,1,0,1,0,8
1,1,1,0,1,1,1,1,0,3,1,3,1,2
1,1,0,0,1,1,1,0,0,1,0,1,0,1
1,0,1,0,1,1,0,1,0,1,0,1,0,0
0,0,0,1,1,0,0,0,1,0,0,0,0,2
0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,6,4,6,4,56
0,1,0,1,1,0,1,0,1,1,0,1,0,1
0,1,1,1,1,0,1,1,1,3,1,3,1,1
1,1,0,1,1,1,1,0,1,3,1,3,1,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,13
1,0,1,1,0,0,0,0,0,3,1,0,0,35
0,0,1,1,0,0,0,0,0,1,0,0,0,17
0,1,1,0,0,0,0,0,0,1,0,0,0,2
1,0,0,1,0,0,0,0,0,1,0,0,0,11
1,1,1,0,0,0,0,0,0,3,1,0,0,2
1,1,0,0,0,0,0,0,0,1,0,0,0,3
1,0,1,0,0,0,0,0,0,1,0,0,0,6
0,0,0,1,0,0,0,0,0,0,0,0,0,30
0,1,0,0,0,0,0,0,0,0,0,0,0,79
1,1,1,1,0,0,0,0,0,6,4,0,0,37
0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,1,1,0,0,0,0,0,3,1,0,0,2
1,1,0,1,0,0,0,0,0,3,1,0,0,4
1,0,0,0,0,0,0,0,0,0,0,0,0,22
