learner_0,learner_1,learner_2,learner_3,positive,learner_0-positive,learner_1-positive,learner_2-positive,learner_3-positive,h1,h2,h1-positive,h2-positive,count
0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,1,1,1,0,1,1,3,1,3,1,18
0,0,1,1,1,0,0,1,1,1,0,1,0,0
0,1,1,0,1,0,1,1,0,1,0,1,0,0
1,0,0,1,1,1,0,0,1,1,0,1,0,2
1,1,1,0,1,1,1,1,0,3,1,3,1,1
1,1,0,0,1,1,1,0,0,1,0,1,0,1
1,0,1,0,1,1,0,1,0,1,0,1,0,1
0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,6,4,6,4,74
0,1,0,1,1,0,1,0,1,1,0,1,0,0
0,1,1,1,1,0,1,1,1,3,1,3,1,3
1,1,0,1,1,1,1,0,1,3,1,3,1,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,14
1,0,1,1,0,0,0,0,0,3,1,0,0,56
0,0,1,1,0,0,0,0,0,1,0,0,0,16
0,1,1,0,0,0,0,0,0,1,0,0,0,3
1,0,0,1,0,0,0,0,0,1,0,0,0,10
1,1,1,0,0,0,0,0,0,3,1,0,0,3
1,1,0,0,0,0,0,0,0,1,0,0,0,7
1,0,1,0,0,0,0,0,0,1,0,0,0,5
0,0,0,1,0,0,0,0,0,0,0,0,0,37
0,1,0,0,0,0,0,0,0,0,0,0,0,88
1,1,1,1,0,0,0,0,0,6,4,0,0,62
0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,1,1,0,0,0,0,0,3,1,0,0,4
1,1,0,1,0,0,0,0,0,3,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,36
